Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,clustering,triangles,eigencentrality
IfriquiAli,IfriquiAli,,1,Mentions,1,1,7,0.256631,0.264869,0,18,0,0,0,0.002979
adelani0la,adelani0la,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
kssk73356927,kssk73356927,,4,Mentions,1,4,8,0.190841,0.194515,0,25,0,0,0,0.000596
AllahuAkbar59,AllahuAkbar59,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
backto66,backto66,,3,Mentions,1,3,6,0.252403,0.259771,0,21,0,0,0,0.002808
abuabdelelah,abuabdelelah,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Abumuaz01,Abumuaz01,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
UmmAysha37___,UmmAysha37___,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
AbdugheniSabit,AbdugheniSabit,,12,Mentions,7,12,6,0.334919,0.355722,0.000571,18,0,0.142857,3,0.054509
M7madSmiry,M7madSmiry,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
MilkSheikh2,MilkSheikh2,,117,Mentions; User,48,117,6,0.351572,0.379107,0.016849,13,0,0.023936,27,0.094287
Elizrael,Elizrael,,2,Mentions,2,2,6,0.301092,0.318193,0,18,0,1,1,0.02237
alasad1424,alasad1424,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
SPIEGELONLINE,SPIEGELONLINE,,1,Mentions,1,1,7,0.244948,0.250821,0,9,0,0,0,0.001199
AmericanJewry,AmericanJewry,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
USEmbassySyria,USEmbassySyria,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
23mariansamowol,23mariansamowol,,2,Mentions,1,2,7,0.230336,0.237878,0,3,0,0,0,0.001041
amer_deghayes,amer_deghayes,,1,Mentions,1,1,7,0.246536,0.253445,0,4,0,0,0,0.002023
servantjihadiii,servantjihadiii,,1,Mentions,1,1,6,0.271541,0.281434,0,10,0,0,0,0.006624
Hanisalaad1,Hanisalaad1,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
TaziMorocco,TaziMorocco,,2,Mentions,2,2,6,0.316681,0.340143,0.000142,10,0,0,0,0.036944
GENERALFALLUJ35,GENERALFALLUJ35,,3,Mentions,1,3,6,0.252403,0.259771,0,21,0,0,0,0.002808
BaFana3,BaFana3,,4,Mentions,3,4,6,0.322106,0.348192,0.000027,0,0,0.666667,2,0.051095
CarteMemoire8Go,CarteMemoire8Go,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
4_8_1437,4_8_1437,,3,Mentions,1,3,2,0.6,0.666667,0,1,2,0,0,0.000369
nbbrk,nbbrk,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
1OeufQuiParle,1OeufQuiParle,,16,Mentions,1,16,6,0.310938,0.332784,0,15,0,0,0,0.03032
islamicStrength,islamicStrength,,3,Mentions,2,3,6,0.291696,0.304704,0.000117,6,0,0,0,0.01201
Nidalgazaui,Nidalgazaui,,425,Mentions; User,81,425,5,0.429461,0.459363,0.050321,2,0,0.079321,257,0.287859
_ishfaqahmad,_ishfaqahmad,,6,Mentions,2,6,6,0.283087,0.2986,0.000093,17,0,0,0,0.01502
Adam8525u,Adam8525u,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
ibnquds2323,ibnquds2323,,2,Mentions,1,2,8,0.225624,0.231859,0,22,0,0,0,0.001208
czjihad,czjihad,,1,Mentions,1,1,8,0.190841,0.194515,0,25,0,0,0,0.000596
GMalik911,GMalik911,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
Sheikh_AJ_Quote,Sheikh_AJ_Quote,,1,Mentions,1,1,7,0.252422,0.259866,0,25,0,0,0,0.002167
reporter0a,reporter0a,,1,Mentions,1,1,6,0.281665,0.292787,0,8,0,0,0,0.006131
Jihad67a,Jihad67a,,2,Mentions,1,2,7,0.250151,0.256714,0,6,0,0,0,0.001893
snp999,snp999,,2,Mentions,2,2,6,0.296718,0.31296,0.000166,19,0,0,0,0.018589
mustafaklash52,mustafaklash52,,1,Mentions,1,1,7,0.245748,0.251279,0,12,0,0,0,0.001072
jazrawi_alrai,jazrawi_alrai,,2,Mentions,1,2,6,0.252249,0.259283,0,0,0,0,0,0.003166
BIRNFellowship,BIRNFellowship,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
Keutelt,Keutelt,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
New_Narrative,New_Narrative,,2,Mentions,2,2,6,0.329943,0.353903,0,18,0,1,1,0.046886
JihadmalSabiq,JihadmalSabiq,,2,Mentions,1,2,6,0.293663,0.308991,0,0,0,0,0,0.016358
khalidi4sham3,khalidi4sham3,,2,Mentions,1,2,7,0.246536,0.253445,0,4,0,0,0,0.002023
SkydyB,SkydyB,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
forqaan2,forqaan2,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
AdjaMessaoud,AdjaMessaoud,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
mustafaklash46,mustafaklash46,,18,Mentions,3,18,6,0.276881,0.28978,0.000053,8,0,0.333333,1,0.012331
__Yojimbo__,__Yojimbo__,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
mustafaklash45,mustafaklash45,,5,Mentions,1,5,6,0.266404,0.275743,0,8,0,0,0,0.003991
Sturluson__,Sturluson__,,6,Mentions,1,6,6,0.310938,0.332784,0,15,0,0,0,0.03032
novelacorta,novelacorta,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
223Muslimah,223Muslimah,,4,Mentions,1,4,6,0.255068,0.263232,0,8,0,0,0,0.002929
NadiaR_LY,NadiaR_LY,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
IsraelHatzolah,IsraelHatzolah,,12,Mentions,4,12,6,0.334614,0.357323,0.000286,2,0,0.5,3,0.053995
Jerusalem_Post,Jerusalem_Post,,3,Mentions,2,3,6,0.324507,0.348152,0,15,0,1,1,0.044029
AK47_PK,AK47_PK,,6,Mentions,1,6,8,0.210349,0.21732,0,5,0,0,0,0.000799
North7878,North7878,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
UANigeri,UANigeri,,4,Mentions,2,4,7,0.25749,0.266002,0.000365,24,0,0,0,0.003711
turista_bintrav,turista_bintrav,,5,Mentions,3,5,6,0.289375,0.302831,0.000201,22,0,0,0,0.012662
islamforever111,islamforever111,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
mustafaklash37,mustafaklash37,,1,Mentions,1,1,8,0.238195,0.244196,0,10,0,0,0,0.00195
roqaya119,roqaya119,,1,Mentions,1,1,2,0.529412,0.555556,0,7,1,0,0,0.000501
hassinaouch,hassinaouch,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
mustafaklash34,mustafaklash34,,1,Mentions,1,1,6,0.26156,0.26918,0,0,0,0,0,0.002809
ImranTawheed8,ImranTawheed8,,4,Mentions,2,4,6,0.27406,0.285791,0.000055,10,0,0,0,0.00979
karachikhatmal,karachikhatmal,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
dawlaislamiya65,dawlaislamiya65,,1,Mentions,1,1,8,0.209842,0.217108,0,12,0,0,0,0.001182
IbnQitalll,IbnQitalll,,2,Mentions,2,2,6,0.296691,0.31238,0.000269,4,0,0,0,0.018381
__alfresco__,__alfresco__,,230,Mentions; User,88,230,5,0.387289,0.419316,0.028267,3,0,0.035789,137,0.193823
ISHRglobal,ISHRglobal,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
JeromeBourbon,JeromeBourbon,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
uhhgyfergbnj,uhhgyfergbnj,,1,Mentions,1,1,2,0.6,0.666667,0,1,2,0,0,0.000369
abuOmar971,abuOmar971,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
zzahuwa,zzahuwa,,1,Mentions,1,1,8,0.201461,0.206781,0,22,0,0,0,0.000864
MhzBnt,MhzBnt,,40,; User,30,40,7,0.291337,0.305851,0.012156,22,0,0,0,0.021969
BasMirnes,BasMirnes,,1,Mentions,1,1,7,0.250151,0.256714,0,6,0,0,0,0.001893
benad36,benad36,,8,Mentions,4,8,6,0.319927,0.339176,0.000308,2,0,0.333333,2,0.035555
WimLuyckx,WimLuyckx,,1,Mentions,1,1,6,0.279193,0.290219,0,3,0,0,0,0.005987
alhayat_ksa,alhayat_ksa,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
PatrickOsgood,PatrickOsgood,,2,Mentions,2,2,6,0.302109,0.318394,0,3,0,1,1,0.020367
OncleZouhair,OncleZouhair,,5,Mentions,1,5,6,0.310938,0.332784,0,15,0,0,0,0.03032
Sungmanitu58,Sungmanitu58,,4,Mentions,1,4,6,0.300709,0.313907,0,2,0,0,0,0.013709
MdmdDndmd,MdmdDndmd,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
f_hosainy_f,f_hosainy_f,,1,Mentions,1,1,9,0.160359,0.162859,0,25,0,0,0,0.000481
mickeyc,mickeyc,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
Barakacity,Barakacity,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
qashrinaazri,qashrinaazri,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
JadBantha,JadBantha,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
EyeOnMilitant,EyeOnMilitant,,2,Mentions,1,2,7,0.25697,0.264894,0,24,0,0,0,0.003083
mini_abu,mini_abu,,2,Mentions,2,2,6,0.304332,0.322096,0.000065,3,0,0,0,0.023415
DavidJo44018987,DavidJo44018987,,2,Mentions,1,2,6,0.300463,0.310562,0,2,0,0,0,0.008072
DunyaTravelle4,DunyaTravelle4,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
mustafaklash56,mustafaklash56,,14,Mentions; User,12,14,6,0.319402,0.335313,0.007833,18,0,0.030303,2,0.030626
Dilansyria,Dilansyria,,2,Mentions,1,2,6,0.300709,0.313907,0,2,0,0,0,0.013709
Hjrh_12_Jhad,Hjrh_12_Jhad,,1,Mentions,1,1,8,0.225624,0.231859,0,22,0,0,0,0.001208
anaksabil08,anaksabil08,,2,Mentions,1,2,8,0.209842,0.217108,0,12,0,0,0,0.001182
hamza_alfro,hamza_alfro,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
MuradoRT,MuradoRT,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
9a9b3a710bfb47e,9a9b3a710bfb47e,,2,Mentions,2,2,6,0.308964,0.325557,0,17,0,1,1,0.022106
JuliaArciga,JuliaArciga,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
ndtv,ndtv,,2,Mentions,2,2,6,0.287639,0.299708,0.000064,6,0,0,0,0.010183
Mountzzz_llliio,Mountzzz_llliio,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
reynaldo_vegas1,reynaldo_vegas1,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
amberinzaman,amberinzaman,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Omaar_nor,Omaar_nor,,6,Mentions,2,6,6,0.321106,0.34658,0,0,0,1,1,0.046678
mty2061,mty2061,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
middlepoltics,middlepoltics,,1,Mentions,1,1,7,0.24104,0.247296,0,19,0,0,0,0.001789
AppleSUX,AppleSUX,,2,Mentions,2,2,6,0.273924,0.283953,0.000037,9,0,0,0,0.006275
50,50,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
yabiladi_maroc,yabiladi_maroc,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
cfr_org,cfr_org,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
AfricaACSS,AfricaACSS,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
_Phosphenia,_Phosphenia,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
abdulmatin_XIII,abdulmatin_XIII,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
Ansariyya,Ansariyya,,4,Mentions,1,4,7,0.259631,0.26849,0,11,0,0,0,0.003557
back_to_62,back_to_62,,1,Mentions,1,1,9,0.16938,0.172172,0,17,0,0,0,0.000482
slhbtr32,slhbtr32,,1,Mentions,1,1,8,0.225624,0.231859,0,22,0,0,0,0.001208
Ibn4Nor6,Ibn4Nor6,,1,Mentions,1,1,7,0.256631,0.264869,0,18,0,0,0,0.002979
newsinai24,newsinai24,,1,Mentions,1,1,7,0.260551,0.269194,0,8,0,0,0,0.003599
GeomrJoe,GeomrJoe,,1,Mentions,1,1,7,0.258294,0.268226,0,16,0,0,0,0.002655
sunbrk,sunbrk,,5,Mentions,2,5,6,0.291696,0.304704,0.000117,6,0,0,0,0.01201
TheHackersNews,TheHackersNews,,1,Mentions,1,1,7,0.235382,0.241129,0,25,0,0,0,0.001194
saladinisback1,saladinisback1,,12,Mentions,2,12,6,0.329943,0.353903,0,15,0,1,1,0.046886
rebel_real,rebel_real,,11,Mentions,5,11,6,0.369679,0.393372,0.000243,16,0,0.7,7,0.080875
striv3r_,striv3r_,,9,Mentions,9,9,6,0.314424,0.334829,0.001308,22,0,0.083333,3,0.037714
UNESCO,UNESCO,,5,Mentions,3,5,6,0.315805,0.338249,0.000128,10,0,0.666667,2,0.036313
NewsweekEurope,NewsweekEurope,,2,Mentions,2,2,6,0.314753,0.333918,0.000108,16,0,0,0,0.028979
thearabsource,thearabsource,,2,Mentions,1,2,6,0.285505,0.296988,0,6,0,0,0,0.008453
sherkoza,sherkoza,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
DrOmarAshour,DrOmarAshour,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
AK47witness__,AK47witness__,,1,Mentions,1,1,7,0.250663,0.258034,0,8,0,0,0,0.001727
UmmIs_Is,UmmIs_Is,,4,Mentions,1,4,7,0.252422,0.259866,0,25,0,0,0,0.002167
Aba_M0hammed,Aba_M0hammed,,1,Mentions,1,1,9,0.165881,0.169513,0,23,0,0,0,0.000816
imtiyazazhar,imtiyazazhar,,2,Mentions,2,2,6,0.305286,0.324101,0.00013,17,0,0,0,0.024754
salafi84886456,salafi84886456,,1,Mentions,1,1,9,0.160359,0.162859,0,25,0,0,0,0.000481
HosamMuhammad91,HosamMuhammad91,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
striv3rx,striv3rx,,2,Mentions,2,2,6,0.294999,0.309565,0.000088,6,0,0,0,0.015302
roridonaghy,roridonaghy,,1,Mentions,1,1,7,0.262661,0.271719,0,3,0,0,0,0.003801
ibnKS777,ibnKS777,,3,Mentions,2,3,6,0.256711,0.265266,0.000035,9,0,0,0,0.004128
khilafatvoice,khilafatvoice,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
Lies_Breaker,Lies_Breaker,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
LavioMk,LavioMk,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
OutKufrLawz,OutKufrLawz,,5,Mentions,1,5,6,0.264297,0.27198,0,21,0,0,0,0.00332
nasirjamshed_,nasirjamshed_,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
_dor8am_dr,_dor8am_dr,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
dhivehistan,dhivehistan,,5,Mentions,2,5,6,0.305258,0.322781,0,6,0,1,1,0.025019
Tayyxb,Tayyxb,,1,Mentions,1,1,7,0.254715,0.262189,0,22,0,0,0,0.002259
WitnessGtnmass,WitnessGtnmass,,2,Mentions,1,2,7,0.24637,0.254061,0,19,0,0,0,0.002232
khaledldn,khaledldn,,1,Mentions,1,1,8,0.238195,0.244196,0,10,0,0,0,0.00195
hjkdpod,hjkdpod,,12,Mentions,5,12,6,0.301421,0.319805,0.000624,3,0,0.1,1,0.028408
sdfh734,sdfh734,,1,Mentions,1,1,8,0.201461,0.206781,0,22,0,0,0,0.000864
Hasakahadam6,Hasakahadam6,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
IBDinvestors,IBDinvestors,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
jujl_gatame,jujl_gatame,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
DunyahMusaafir,DunyahMusaafir,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
mfa_russia,mfa_russia,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
thetimes,thetimes,,3,Mentions,2,3,6,0.323271,0.336139,0,0,0,1,1,0.019559
hearandobey_,hearandobey_,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
Saeed_alHalabi1,Saeed_alHalabi1,,1,Mentions,1,1,6,0.281665,0.292787,0,8,0,0,0,0.006131
itsmenanice,itsmenanice,,2,Mentions,2,2,6,0.291696,0.304704,0.000117,6,0,0,0,0.01201
ridvan_memishi,ridvan_memishi,,2,Mentions,2,2,6,0.270919,0.282588,0.000481,9,0,0,0,0.007967
IronMuhajir2,IronMuhajir2,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
thevictoryseri4,thevictoryseri4,,35,Mentions,2,35,7,0.269748,0.279878,0.0001,4,0,0,0,0.006584
HerrMuslim,HerrMuslim,,1,Mentions,1,1,6,0.276834,0.286592,0,2,0,0,0,0.004789
support_7220,support_7220,,3,Mentions,1,3,7,0.252422,0.259866,0,25,0,0,0,0.002167
ninjamelonn,ninjamelonn,,1,Mentions,1,1,7,0.243703,0.249728,0,0,0,0,0,0.001075
ColkesenM,ColkesenM,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
ajmalkwazir,ajmalkwazir,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
nancyayoussef,nancyayoussef,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
sonofshishan,sonofshishan,,17,Mentions; User,14,17,5,0.341627,0.357409,0.0016,18,0,0.10989,10,0.053567
johnbatt8,johnbatt8,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
nabilasimply,nabilasimply,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
RaisingHopeAust,RaisingHopeAust,,4,Mentions,1,4,6,0.293663,0.308991,0,0,0,0,0,0.016358
CairoReview,CairoReview,,1,Mentions,1,1,7,0.254715,0.262189,0,22,0,0,0,0.002259
Mu_Ha_Mad,Mu_Ha_Mad,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
webradius,webradius,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
freeoursisters3,freeoursisters3,,13,Mentions,5,13,6,0.300409,0.318233,0.000544,3,0,0.3,3,0.025249
Realharampolice,Realharampolice,,4,Mentions,2,4,6,0.267632,0.276136,0.000139,25,0,0,0,0.004515
sultanalzabni,sultanalzabni,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
PinoyNewsLIVE,PinoyNewsLIVE,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
abu_bengali,abu_bengali,,2,Mentions,1,2,6,0.252249,0.259283,0,0,0,0,0,0.003166
WarNews24_7,WarNews24_7,,33,Mentions,2,33,6,0.311494,0.324539,0,2,0,1,1,0.021782
Richpie1804b,Richpie1804b,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
ArabCenter_en,ArabCenter_en,,1,Mentions,1,1,7,0.260142,0.270372,0,13,0,0,0,0.003182
BilalIbnRabah1,BilalIbnRabah1,,20,; User,14,20,5,0.332229,0.345749,0.001751,4,0,0.054945,5,0.041826
sparksofirhabi3,sparksofirhabi3,,76,Mentions,7,76,6,0.297786,0.31504,0.001165,11,0,0,0,0.022475
sparksofirhabi4,sparksofirhabi4,,27,Mentions,7,27,6,0.297038,0.313836,0.001188,11,0,0.095238,2,0.022996
sparksofirhabi5,sparksofirhabi5,,48,Mentions,3,48,6,0.285653,0.299209,0.000156,11,0,0,0,0.011495
AbuHurairah_39,AbuHurairah_39,,8,Mentions,1,8,6,0.266769,0.275214,0,8,0,0,0,0.002885
AbuHajar1437,AbuHajar1437,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
Um_uras,Um_uras,,1,Mentions,1,1,6,0.276834,0.286592,0,2,0,0,0,0.004789
mahatmadeen3237,mahatmadeen3237,,2,Mentions,1,2,6,0.285505,0.296988,0,6,0,0,0,0.008453
taylor_davis11,taylor_davis11,,1,Mentions,1,1,7,0.243703,0.249728,0,0,0,0,0,0.001075
Azz10nee2,Azz10nee2,,2,Mentions,1,2,7,0.268544,0.281999,0,3,0,0,0,0.006849
Hjrah_Jhad_13,Hjrah_Jhad_13,,4,Mentions,4,4,6,0.307871,0.325572,0.004453,22,0,0.166667,1,0.021798
DeadmanMax,DeadmanMax,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
ShamiConquest,ShamiConquest,,2,Mentions,2,2,6,0.303161,0.31993,0,3,0,1,1,0.022553
fullfilth,fullfilth,,3,Mentions,2,3,6,0.294264,0.310391,0.000278,17,0,0,0,0.015246
facebook,facebook,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
SCREW_U_TWEETA,SCREW_U_TWEETA,,10,Mentions,6,10,6,0.307871,0.328095,0.000973,19,0,0,0,0.034619
Radiodabanga,Radiodabanga,,2,Mentions,1,2,7,0.271541,0.282094,0,18,0,0,0,0.005804
RealHistoryPk,RealHistoryPk,,1,Mentions,1,1,6,0.276834,0.286592,0,2,0,0,0,0.004789
BeniUmmaya,BeniUmmaya,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Qabdoow2016,Qabdoow2016,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
WashingtonPoint,WashingtonPoint,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Fiseebilillah,Fiseebilillah,,3,Mentions,1,3,6,0.26707,0.27667,0,13,0,0,0,0.006184
Bi_polaiire,Bi_polaiire,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
IbnNabih1,IbnNabih1,,9,Mentions,1,9,9,0.165881,0.169513,0,23,0,0,0,0.000816
ryanmofarrell,ryanmofarrell,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
leithfadel,leithfadel,,40,Mentions,10,40,6,0.371297,0.396268,0.000575,13,0,0.555556,25,0.108463
nusaybasmile,nusaybasmile,,3,Mentions,2,3,6,0.274378,0.284487,0.000017,21,0,0,0,0.007112
yasmineryan,yasmineryan,,1,Mentions,1,1,7,0.245913,0.255399,0,6,0,0,0,0.00173
NewsRepublic,NewsRepublic,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
vfdg5y5r,vfdg5y5r,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
3diyah0000,3diyah0000,,1,Mentions,1,1,8,0.238195,0.244196,0,10,0,0,0,0.00195
Akata_Politik,Akata_Politik,,2,Mentions,1,2,8,0.233192,0.240544,0,9,0,0,0,0.001783
abuJayyid1,abuJayyid1,,1,Mentions,1,1,7,0.246536,0.253445,0,4,0,0,0,0.002023
amee45712241,amee45712241,,1,Mentions,1,1,7,0.260142,0.270372,0,13,0,0,0,0.003182
x_need1,x_need1,,1,Mentions,1,1,6,0.271541,0.281434,0,10,0,0,0,0.006624
Yy9Jz9,Yy9Jz9,,1,Mentions,1,1,7,0.24584,0.252267,0,25,0,0,0,0.001832
BaqiyaIs,BaqiyaIs,,25,; User,20,25,7,0.266361,0.281432,0.010265,5,0,0,0,0.009369
lion_faisal,lion_faisal,,16,Mentions,10,16,6,0.348499,0.376881,0.013677,12,0,0.066667,3,0.075377
maylismustafa,maylismustafa,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
kesisygegum,kesisygegum,,9,Mentions,3,9,6,0.30464,0.324252,0.000251,8,0,0.666667,2,0.026941
j_tab3,j_tab3,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
BJPGujarat,BJPGujarat,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
LeMonde_Afrique,LeMonde_Afrique,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
TRefugees4,TRefugees4,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
NaserTawheed04,NaserTawheed04,,1,Mentions,1,1,6,0.272952,0.282482,0,19,0,0,0,0.003779
TRefugees5,TRefugees5,,2,Mentions,2,2,7,0.25715,0.265478,0.000071,22,0,0,0,0.003467
TRefugees7,TRefugees7,,2,Mentions,2,2,6,0.261622,0.270893,0.000107,22,0,0,0,0.005067
from_2z,from_2z,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
Shy_Villain,Shy_Villain,,5,Mentions,4,5,6,0.296266,0.314118,0.000458,8,0,0,0,0.021345
1Ak187,1Ak187,,1,Mentions,1,1,7,0.256631,0.264869,0,18,0,0,0,0.002979
WilayatBarkah,WilayatBarkah,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
hubal_imara,hubal_imara,,2,Mentions,1,2,6,0.269112,0.280749,0,17,0,0,0,0.008397
qaravazener,qaravazener,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
sharia4k,sharia4k,,3,Mentions,1,3,6,0.269112,0.280749,0,17,0,0,0,0.008397
almightyzuril,almightyzuril,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
Aziz_sham7_I,Aziz_sham7_I,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
_AlAsma_ulHusna,_AlAsma_ulHusna,,7,Mentions,1,7,7,0.254715,0.262189,0,22,0,0,0,0.002259
dyk_history,dyk_history,,2,Mentions,1,2,7,0.246536,0.253445,0,4,0,0,0,0.002023
ArabCenter_ar,ArabCenter_ar,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
LouisWitter,LouisWitter,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
reportingLibya,reportingLibya,,2,Mentions,1,2,6,0.293663,0.308991,0,0,0,0,0,0.016358
Aqiiil,Aqiiil,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
laughwithmeh27,laughwithmeh27,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
