Source,Target,Type,Id,Label,timeset,Weight
farsmoltm,al_nusra,Undirected,2613,,,1
rahel_____12,Abu_Azzzam25,Undirected,2614,,,1
warrnews,markito0171,Undirected,2615,,,1
Uncle_SamCoco,Fidaee_Fulaani,Undirected,2616,,,1
nasertamimi,MaghrebiQ,Undirected,2617,,,1
_croxetti_,WhiteCat_7,Undirected,2618,,,9
OzWitness50,Alwala_bara,Undirected,2619,,,1
LifeInSyria,Freedom_speech2,Undirected,2620,,,2
NaseemAhmed50,BBCBreaking,Undirected,2621,,,1
darulhijrateyni,QassamiMarwan,Undirected,2622,,,1
war_analysis,dxcorcist,Undirected,2623,,,1
Uncle_SamCoco,Abou_Naba18,Undirected,2624,,,2
mobi_ayubi,IHWCo,Undirected,2625,,,1
UNESCO,MaghrebiHD,Undirected,2626,,,2
MaghrabiArabi,JuliaArciga,Undirected,2627,,,1
youranidiotCNN,MaghrabiArabi,Undirected,2628,,,1
mobi_ayubi,Alkhalidi_sham,Undirected,2629,,,2
NorthernStork,JoinISNation102,Undirected,2630,,,1
mobi_ayubi,Ayyat_S,Undirected,2631,,,1
Uncle_SamCoco,HussainBukhaiti,Undirected,2632,,,1
abubakerdimshqi,AbuHajar1437,Undirected,2633,,,1
_IshfaqAhmad,HDNER,Undirected,2634,,,1
aliramyz,NaseemAhmed50,Undirected,2635,,,3
safiyaimback,Suspend_Me_fags,Undirected,2636,,,2
studies_center,RamiAlLolah,Undirected,2637,,,1
MaghrebiHD,Daudoo,Undirected,2638,,,1
RamiAlLolah,12kl5Kl5,Undirected,2639,,,1
abubakerdimshqi,AimanofArabia,Undirected,2640,,,1
hamza_alfro,RamiAlLolah,Undirected,2641,,,1
thewilysage,ro34th,Undirected,2642,,,1
Uncle_SamCoco,Belkadette,Undirected,2643,,,7
htrddjt,Afriqqiya_252,Undirected,2644,,,4
witness_muslim,abuayisha108,Undirected,2645,,,1
_ishfaqahmad,IbnKashmir_,Undirected,2646,,,1
alimara15,Uncle_SamCoco,Undirected,2647,,,1
robdewijk,MaghrabiArabi,Undirected,2648,,,1
Uncle_SamCoco,FreeEgyptPress,Undirected,2649,,,1
RasAlGhul321,NaseemAhmed50,Undirected,2650,,,1
MaghrabiArabi,Imranhosein,Undirected,2651,,,1
Uncle_SamCoco,AbuSafiyyahMW,Undirected,2652,,,1
Uncle_SamCoco,PeigneACheveux,Undirected,2653,,,24
warrnews,moscow_ghost,Undirected,2654,,,2
war_analysis,Lex65242605,Undirected,2655,,,1
metesohtaoglu,Uncle_SamCoco,Undirected,2656,,,3
moustiklash,dublinokarra,Undirected,2657,,,1
YazeedDhardaa25,EjmAlrai,Undirected,2658,,,1
tati56555,Suspend_Me_fags,Undirected,2659,,,6
Milatu_Ibrahiim,AbuLaythAlHindi,Undirected,2660,,,1
WarReporter1,InformedWitness,Undirected,2661,,,1
bm21_grad,Uncle_SamCoco,Undirected,2662,,,3
ScotMikey1111,Fidaee_Fulaani,Undirected,2663,,,2
st3erer,StrangerAkh_,Undirected,2664,,,1
ks48a174031,HaraldDoornbos,Undirected,2665,,,1
mobi_ayubi,LongWarJournal,Undirected,2666,,,1
Uncle_SamCoco,Sirop2Franboise,Undirected,2667,,,3
mobi_ayubi,OSilent4,Undirected,2668,,,1
wayf44rerr,fiqhalwaqi,Undirected,2669,,,1
s_reader21,_IshfaqAhmad,Undirected,2670,,,1
nusaybasmile,alamreeki4,Undirected,2671,,,2
mobi_ayubi,borzou,Undirected,2672,,,1
WarReporter1,AJEnglish,Undirected,2673,,,1
warrnews,MhmtSlmz,Undirected,2674,,,1
ismailmahsud,AJENews,Undirected,2675,,,2
Uncle_SamCoco,RTenfrancais,Undirected,2676,,,1
al_nusra,OoOHarray,Undirected,2677,,,1
Paradoxy13,IbnKashmir_,Undirected,2678,,,1
akhbar,MaghrabiArabi,Undirected,2679,,,1
lukesmithnews,WarReporter1,Undirected,2680,,,1
IsrarJooni,EPlC24,Undirected,2681,,,1
dxcorcist,EPlC24,Undirected,2682,,,1
saifulakhir,manjanik_news,Undirected,2683,,,7
ismailmahsud,akaomar163,Undirected,2684,,,1
warrnews,BrunFree,Undirected,2685,,,1
sonofshishan,alamriki_omar,Undirected,2686,,,1
GunsandCoffee70,CheerLeadUnited,Undirected,2687,,,2
Bint_Sand,Alwala_bara,Undirected,2688,,,3
warrnews,johkarakol,Undirected,2689,,,1
malle111elf,1515Ummah,Undirected,2690,,,14
WarReporter1,Unkn0w1,Undirected,2691,,,1
ibnquds122,MhzBnt,Undirected,2692,,,1
IbnNabih1,GunsandCoffee70,Undirected,2693,,,9
masoud_barzani,Uncle_SamCoco,Undirected,2694,,,1
WarReporter1,Aadawii21,Undirected,2695,,,4
_IshfaqAhmad,MEWR_,Undirected,2696,,,1
idntylltbh,Uncle_SamCoco,Undirected,2697,,,3
MaghrabiArabi,CNNPolitics,Undirected,2698,,,2
lNSlDEWAR,KhateebAlUmawi,Undirected,2699,,,1
wayf44rerr,SimNasr,Undirected,2700,,,2
war_analysis,nidalgazaui,Undirected,2701,,,2
safety,Suspend_Me_fags,Undirected,2702,,,1
ahmadmusajibril,IbnKashmir_,Undirected,2703,,,5
baaqiya_01,Hurairah_12,Undirected,2704,,,1
_IshfaqAhmad,SeerviBharath,Undirected,2705,,,3
faisalaljamayki,06230550_IS,Undirected,2706,,,1
WarReporter1,F4Sham,Undirected,2707,,,1
jjjjj105dd,Fidaee_Fulaani,Undirected,2708,,,4
ismailmahsud,TRENDlNG_NEWS,Undirected,2709,,,1
meiyinkun5,ismailmahsud,Undirected,2710,,,1
Uncle_SamCoco,M_Seloom,Undirected,2711,,,2
abuhumayra4,Queenofsheeba7,Undirected,2712,,,1
YallaIr7al,WarReporter1,Undirected,2713,,,2
NaseemAhmed50,FahrezaBn,Undirected,2714,,,1
ro34th,WarReporter1,Undirected,2715,,,8
MaghrabiArabi,ISISolizer,Undirected,2716,,,1
WarReporter1,TerrorLogsInc,Undirected,2717,,,2
MaghrabiArabi,LEARNSOMETHlNG,Undirected,2718,,,2
warreporter2,IbnQitalll,Undirected,2719,,,1
Uncle_SamCoco,AllahuAkbar59,Undirected,2720,,,1
abuhumayra4,Fidaee_Fulaani,Undirected,2721,,,5
michaelh992,MaghrebiQM,Undirected,2722,,,3
WarReporter1,Uncle_SamCoco,Undirected,2723,,,12
sharethis,_IshfaqAhmad,Undirected,2724,,,1
warrnews,apollo_next,Undirected,2725,,,3
novelacorta,Uncle_SamCoco,Undirected,2726,,,3
NaseemAhmed50,ABC,Undirected,2727,,,1
mustafaklash56,elturkiiy,Undirected,2728,,,1
dbervoet,EPlC24,Undirected,2729,,,1
abdlrhmn15,AJEnglish,Undirected,2730,,,1
melvynlion,mediaiou,Undirected,2731,,,3
ProJ_000,06230550_IS,Undirected,2732,,,1
warrnews,OttomanAkh,Undirected,2733,,,1
ajaltamimi,WarReporter1,Undirected,2734,,,1
war_analysis,saifulakhir,Undirected,2735,,,1
Abu_Azzzam25,AbuNaseeha_03,Undirected,2736,,,1
Uncle_SamCoco,Aquila2407,Undirected,2737,,,3
Iq2016Bgd,06230550_IS,Undirected,2738,,,1
klakishin6,MaghrabiArabi,Undirected,2739,,,1
thefIamesofhaqq,HijrahWitness,Undirected,2740,,,5
ro34th,benad36,Undirected,2741,,,1
_observer006,RamiAlLolah,Undirected,2742,,,1
ghkuuhh,AbuMusab_110,Undirected,2743,,,1
abuhumayra4,NusantarWitness,Undirected,2744,,,3
MaghrebiQM,MaghrabiArabi,Undirected,2745,,,2
studies_center,AsimAbuMerjem,Undirected,2746,,,1
realDonaldTrump,MaghrabiArabi,Undirected,2747,,,4
biigboss12,abubakerdimshqi,Undirected,2748,,,1
parlayanoguz,melvynlion,Undirected,2749,,,1
ansarakhilafa,BAQIYAFAMILY_98,Undirected,2750,,,1
Ibn_Haneefah,IbnKashmir_,Undirected,2751,,,2
MaghrabiArabi,Inshof,Undirected,2752,,,4
Jazrawi_Shadadi,Dieinurage308,Undirected,2753,,,1
alamreeki4,HamidHadeed,Undirected,2754,,,1
Alwala_bara,Abu189Haleema,Undirected,2755,,,1
WarReporter1,ShamiNews2016,Undirected,2756,,,1
mobi_ayubi,Uncle_SamCoco,Undirected,2757,,,1
abuhumayra4,BintAlEnezi,Undirected,2758,,,1
o0_o3,Uncle_SamCoco,Undirected,2759,,,1
ro34th,ThatCoffeeTho,Undirected,2760,,,1
iislamic82,432Mryam,Undirected,2761,,,1
NewsRepublic,MaghrabiArabi,Undirected,2762,,,2
YasirQadhi,Freedom_speech2,Undirected,2763,,,1
mobi_ayubi,News_Executive,Undirected,2764,,,13
ScotMikey1111,MaghrebiQM,Undirected,2765,,,1
RamiAlLolah,50hafalihktalwd,Undirected,2766,,,1
moonnor27,IbnKashmir_,Undirected,2767,,,1
WarReporter1,MmssNssj,Undirected,2768,,,1
moustiklash,Jazrawi_Idlib,Undirected,2769,,,1
memrijttm,WarReporter1,Undirected,2770,,,1
CAF_Online,Abu_Ibn_Taha,Undirected,2771,,,1
safiyaimback,karmasupra16,Undirected,2772,,,1
syriahr,mobi_ayubi,Undirected,2773,,,1
warrnews,SputnikInt,Undirected,2774,,,3
GrayfR0,CXaafada2,Undirected,2775,,,1
klakishinki2,06230550_IS,Undirected,2776,,,2
mobi_ayubi,Shami_view321,Undirected,2777,,,2
THE_47th,RamiAlLolah,Undirected,2778,,,1
leithfadel,MaghrebiQM,Undirected,2779,,,1
wwayyf44rer,alamreeki4,Undirected,2780,,,1
saifulakhir,GreatISNation10,Undirected,2781,,,1
murasil1,MilitaryTimes,Undirected,2782,,,1
wayf44rer__,_IshfaqAhmad,Undirected,2783,,,1
baaqiya_01,Q,Undirected,2784,,,1
OumDujana,Jazrawi_Saraqib,Undirected,2785,,,1
QassamiMarwan,BarbeCourte,Undirected,2786,,,4
ThomasPierret,1515Ummah,Undirected,2787,,,1
haaretzcom,Uncle_SamCoco,Undirected,2788,,,1
warrnews,ragipsoylu,Undirected,2789,,,2
o0_o3,EPlC24,Undirected,2790,,,2
mobi_ayubi,IvanSidorenko1,Undirected,2791,,,1
Uncle_SamCoco,AJENews,Undirected,2792,,,1
pleaoftheummah,06230550_IS,Undirected,2793,,,1
saifulakhir,atjehcyber,Undirected,2794,,,1
safiyaimback,alternet,Undirected,2795,,,1
baaqiya_01,H,Undirected,2796,,,2
ahmmed111ahmmed,___KU217_y,Undirected,2797,,,1
twitter,RamiAlLolah,Undirected,2798,,,9
Mountainneeiiio,MhzBnt,Undirected,2799,,,1
MaghrebiWM,FAIRHAMZA,Undirected,2800,,,2
markito0171,Uncle_SamCoco,Undirected,2801,,,3
MaghrabiArabi,Alex_de_M,Undirected,2802,,,1
WarReporter1,NorthernStork,Undirected,2803,,,1
truthHURTS54322,mobi_ayubi,Undirected,2804,,,1
wwayf44rer,Witness_alHaqq,Undirected,2805,,,9
Uncle_SamCoco,Abou_Zayn,Undirected,2806,,,2
wayf44rerr,reuterspictures,Undirected,2807,,,1
retweetertweep,melvynlion,Undirected,2808,,,1
abdlrhmn15,NaziaAngel1993,Undirected,2809,,,1
MouradTeyeb,Abu_Ibn_Taha,Undirected,2810,,,1
NaseemAhmed50,Major_gains_kha,Undirected,2811,,,1
twdwln,MaghrabiArabi,Undirected,2812,,,1
abuhumayra4,EPlC22,Undirected,2813,,,3
mobi_ayubi,ForeignPolicy,Undirected,2814,,,1
pieternanninga,Uncle_SamCoco,Undirected,2815,,,1
wayf44rerr,moataagency,Undirected,2816,,,1
xissyi,ks48a174031,Undirected,2817,,,1
AnakSabil07,432Mryam,Undirected,2818,,,2
Jazrawi_Saraqib,AsgaCu,Undirected,2819,,,1
khalidi_4_sham,NaseemAhmed50,Undirected,2820,,,1
carrollbogert,Uncle_SamCoco,Undirected,2821,,,1
Zarathoustra96,Uncle_SamCoco,Undirected,2822,,,1
ro34th,Arab_News,Undirected,2823,,,2
ro34th,Ibn_Haneefah,Undirected,2824,,,1
squadsquaaaaad,TruthRev113,Undirected,2825,,,3
burhan__shah01,_IshfaqAhmad,Undirected,2826,,,4
war_analysis,ikleikeshi,Undirected,2827,,,3
thefIamesofhaqq,Pasha_al_Iraqi,Undirected,2828,,,4
mustaklash,ManKhalfahum,Undirected,2829,,,3
war_analysis,jazrawi_alrai,Undirected,2830,,,2
wayf44rerr,rtlinfo,Undirected,2831,,,2
wayyf44rer,Interpreter_Mag,Undirected,2832,,,1
CXaafada2,BintSaaand,Undirected,2833,,,1
rashuje,MaghrabiArabi,Undirected,2834,,,2
mobi_ayubi,RizwanSajid8,Undirected,2835,,,1
RamiAlLolah,3lamohammd3,Undirected,2836,,,1
thefIamesofhaqq,KhateebDimashqi,Undirected,2837,,,4
gdvdr4er4,alamreeki4,Undirected,2838,,,2
newzalrts,1515Ummah,Undirected,2839,,,1
WarReporter1,Blackglass_19,Undirected,2840,,,1
mobi_ayubi,green_lemonnn,Undirected,2841,,,3
mobi_ayubi,NorthernStork,Undirected,2842,,,1
thisdayinsyria,_IshfaqAhmad,Undirected,2843,,,1
klakishinki1,DabiqsweetsMan,Undirected,2844,,,4
MaghrebiQM,Aswed_Flags,Undirected,2845,,,3
usme71,mobi_ayubi,Undirected,2846,,,1
warrnews,CENTCOM,Undirected,2847,,,1
Nidalgazaui,BaradaforSyria,Undirected,2848,,,1
RamiAlLolah,Bajwa47online,Undirected,2849,,,5
abutariq041,BAQIA_KHILAFAH,Undirected,2850,,,1
ismailmahsud,OIRSpox,Undirected,2851,,,1
_IshfaqAhmad,ShamiRebel,Undirected,2852,,,2
WarReporter1,MintPressNews,Undirected,2853,,,1
MiddleEastEye,Abu_Azzzam25,Undirected,2854,,,1
grtvnews,NaseemAhmed50,Undirected,2855,,,2
Ukht_Lina100,AbuMusab_110,Undirected,2856,,,1
ajaltamimi,MaghrebiHD,Undirected,2857,,,1
warrnews,PhillipSmyth,Undirected,2858,,,1
alamreeki4,TAbugharsa,Undirected,2859,,,1
wikileaks,Abu_Ibn_Taha,Undirected,2860,,,1
hasan1li,freelance_112,Undirected,2861,,,1
Uncle_SamCoco,BringBackVSO,Undirected,2862,,,1
lelosX,Uncle_SamCoco,Undirected,2863,,,1
abuhumayra4,LaysalGhareebM,Undirected,2864,,,1
worldonalert,Nidalgazaui,Undirected,2865,,,1
Uncle_SamCoco,Savageak187,Undirected,2866,,,1
warrnews,Jerusalem_Post,Undirected,2867,,,1
YazeedDhardaa25,AbdullahKayaNIW,Undirected,2868,,,1
abe123_ad,Afriqqiya_252,Undirected,2869,,,5
WarReporter1,IraqiSecurity,Undirected,2870,,,1
mobi_ayubi,LaysalGhareebM,Undirected,2871,,,1
sarahlee1429,baaqiya_01,Undirected,2872,,,3
mobi_ayubi,assakok,Undirected,2873,,,1
Mountainjjoool,AlHabshi15,Undirected,2874,,,1
Witness_alHaqq,Klashinki,Undirected,2875,,,2
Witness_alHaqq,NusantarWitness,Undirected,2876,,,2
IbrahimAbdK6_,Fidaee_Fulaani,Undirected,2877,,,1
wayf44rerr,insensibles79,Undirected,2878,,,1
Str4nnnger80,EPlC24,Undirected,2879,,,1
Uncle_SamCoco,StrangerAkhi,Undirected,2880,,,2
mobi_ayubi,leithfadel,Undirected,2881,,,2
war_analysis,alamriki_omar,Undirected,2882,,,5
realDonaldTrump,Uncle_SamCoco,Undirected,2883,,,1
warreporter2,abuchair1,Undirected,2884,,,1
__alfresco__,Mountain_Mak88,Undirected,2885,,,2
pieternanninga,abdlrhmn15,Undirected,2886,,,3
Uncle_SamCoco,Ahlu_Ribaat,Undirected,2887,,,1
mobi_ayubi,Charles_Lister,Undirected,2888,,,2
MaghrebiQM,HKX07,Undirected,2889,,,1
blackglass_18,Uncle_SamCoco,Undirected,2890,,,1
RamiAlLolah,AliTaglubi,Undirected,2891,,,1
ImamGoogle,AbuNaseeha_03,Undirected,2892,,,1
bm27_uragan,Uncle_SamCoco,Undirected,2893,,,1
kIakishini5,EPlC10,Undirected,2894,,,1
Sakker__,IbnKashmir_,Undirected,2895,,,1
kamrsa1,abdlrhmn15,Undirected,2896,,,1
abutariq041,AbuMusafir33,Undirected,2897,,,4
mobi_ayubi,ismailmahsud,Undirected,2898,,,6
MaghrebiWM,Charles_Lister,Undirected,2899,,,1
abutariq040,Baaqiyah_News,Undirected,2900,,,2
Uncle_SamCoco,Mr_Ghostly,Undirected,2901,,,2
_sakkora_,Uncle_SamCoco,Undirected,2902,,,1
mobi_ayubi,_NewsLeak_,Undirected,2903,,,2
thefIamesofhaqq,Jazrawi_Joulan,Undirected,2904,,,1
EastAfricanMade,06230550_IS,Undirected,2905,,,1
Uncle_SamCoco,FezzanLibyaMG,Undirected,2906,,,1
Jazrawi_Joulan,DanieleRaineri,Undirected,2907,,,1
anak_sabil10,Baqiyah_Khilafa,Undirected,2908,,,3
aasiyehandrabi,IbnKashmir_,Undirected,2909,,,2
glasfas,RamiAlLolah,Undirected,2910,,,1
warrnews,_IshfaqAhmad,Undirected,2911,,,1
ro34th,Joyce_Karam,Undirected,2912,,,1
Uncle_SamCoco,RevolutionSyria,Undirected,2913,,,2
mobi_ayubi,Ashikhan251,Undirected,2914,,,1
CXaafada2,Akata_Politik,Undirected,2915,,,2
_IshfaqAhmad,MailOnline,Undirected,2916,,,1
kIakishini5,EPlC28,Undirected,2917,,,1
joshua_landis,Abu_Azzzam25,Undirected,2918,,,1
Witness_alHaqq,Str4nnger79,Undirected,2919,,,2
ElPashtunCat,06230550_IS,Undirected,2920,,,1
Uncle_SamCoco,Js8twitto23,Undirected,2921,,,3
ro34th,AfricaACSS,Undirected,2922,,,1
mustafaklash56,ScotMikey1111,Undirected,2923,,,1
Hm647,AsimAbuMerjem,Undirected,2924,,,1
ro34th,ReutersWorld,Undirected,2925,,,1
__alfresco__,Mountainkkpouio,Undirected,2926,,,2
MaghrebiQM,BiladFransa,Undirected,2927,,,1
war_analysis,AdamHasakah658,Undirected,2928,,,2
UmangBen,BilalIbnRabah1,Undirected,2929,,,1
Nidalgazaui,AmichaiStein1,Undirected,2930,,,2
iMrBhachu,06230550_IS,Undirected,2931,,,1
mobi_ayubi,AAhronheim,Undirected,2932,,,3
treatingfeud_,_IshfaqAhmad,Undirected,2933,,,8
Uncle_SamCoco,MENASTREAM,Undirected,2934,,,1
bintraveller,Abu_Azzzam25,Undirected,2935,,,1
infosensible57,ansarakhilafa,Undirected,2936,,,2
Uncle_SamCoco,Buzzriet,Undirected,2937,,,9
nasirjamshed_,_IshfaqAhmad,Undirected,2938,,,1
WhiteCat_7,DanieleRaineri,Undirected,2939,,,1
Baqiyah_Khilafa,AbuIshaqal,Undirected,2940,,,1
JohnDaTRiPp3r,CXaafada2,Undirected,2941,,,1
mobi_ayubi,RamiSafadi93,Undirected,2942,,,2
Uncle_SamCoco,CFR_org,Undirected,2943,,,1
uygaraktas,BaqiyaIs,Undirected,2944,,,1
abubakerdimshqi,Nutsflipped_z_1,Undirected,2945,,,1
MohammadiRashid,IbnKashmir_,Undirected,2946,,,1
hasnabubakr2,Fidaee_Fulaani,Undirected,2947,,,1
wayf44rerr,marwantuns_i,Undirected,2948,,,1
mykashmirmylife,_IshfaqAhmad,Undirected,2949,,,1
ismailmahsud,AssetSourceApp,Undirected,2950,,,1
mobi_ayubi,PalmyraRev1,Undirected,2951,,,1
OzWitness143,Baqiyah_Khilafa,Undirected,2952,,,1
NaseemAhmed50,Adhleem,Undirected,2953,,,1
tonyduheaume,_IshfaqAhmad,Undirected,2954,,,1
RamiAlLolah,AlamrikiOmar,Undirected,2955,,,1
mobi_ayubi,IraqiSecurity,Undirected,2956,,,1
RamiAlLolah,CT_Analysis,Undirected,2957,,,2
WarReporter1,ElPashtunCat,Undirected,2958,,,2
QassamiMarwan,NorthernStork,Undirected,2959,,,1
Reuters,NaseemAhmed50,Undirected,2960,,,10
QassamiMarwan,AlAfreeqi,Undirected,2961,,,1
RamiAlLolah,Abduhark,Undirected,2962,,,4
ro34th,AssadistExposed,Undirected,2963,,,1
bygmillion,Uncle_SamCoco,Undirected,2964,,,1
c0n0fj1had4,EPlC24,Undirected,2965,,,1
WarMonitor,IbnKashmir_,Undirected,2966,,,1
barqah47,CXaafada2,Undirected,2967,,,2
Uncle_SamCoco,Qarass_news,Undirected,2968,,,12
hotncold110,Uncle_SamCoco,Undirected,2969,,,3
Suspend_Me_fags,Anonish66,Undirected,2970,,,1
Kashmiri6666,Alwala_bara,Undirected,2971,,,2
arbetarsolen,RamiAlLolah,Undirected,2972,,,1
zaheralali00,YazeedDhardaa25,Undirected,2973,,,1
QassamiMarwan,BosnianHistory,Undirected,2974,,,1
abutariq040,UmmLina85,Undirected,2975,,,2
murasil1,ODulimi,Undirected,2976,,,2
protawheed__,Witness_alHaqq,Undirected,2977,,,1
warrnews,Oded121351,Undirected,2978,,,4
striv3r_,Witness_alHaqq,Undirected,2979,,,1
abdallaha92,Nidalgazaui,Undirected,2980,,,1
mobi_ayubi,majmal3818,Undirected,2981,,,1
mobi_ayubi,Karel12343211,Undirected,2982,,,1
Uncle_SamCoco,Al_Jazairy,Undirected,2983,,,1
wayyf44rer,markito0171,Undirected,2984,,,1
murasil1,Adamhasak43,Undirected,2985,,,1
MaghrebiQM,EwanIsmael,Undirected,2986,,,1
murasil1,Adamhasak48,Undirected,2987,,,1
rebel_real,Abu_Azzzam25,Undirected,2988,,,1
RamiAlLolah,KeNt_977,Undirected,2989,,,1
abuw_ukasyah,GunsandCoffee70,Undirected,2990,,,1
politblogme,MaghrabiArabi,Undirected,2991,,,1
warrnews,deepsea28230571,Undirected,2992,,,1
RamiAlLolah,AChristieMiller,Undirected,2993,,,1
warrnews,putintintin1,Undirected,2994,,,2
MaghrebiHD,Aswed_Flags,Undirected,2995,,,1
umulbanat1,YazeedDhardaa25,Undirected,2996,,,1
WarReporter1,PalmyraRev1,Undirected,2997,,,1
wayyf44rer,BrunFree,Undirected,2998,,,1
ianbremmer,Abu_Azzzam25,Undirected,2999,,,1
aeonmag,1515Ummah,Undirected,3000,,,1
whoamidude,Abu_Azzzam25,Undirected,3001,,,1
NaseemAhmed50,AFP,Undirected,3002,,,1
dieinurage29__7,dahmanijamal282,Undirected,3003,,,1
BAQIYA_FAMILYq,Alwala_bara,Undirected,3004,,,3
RikGoverde,MaghrabiArabi,Undirected,3005,,,2
warrnews,Jazrawi_Joulan,Undirected,3006,,,1
RamiAlLolah,Abdullaziz_army,Undirected,3007,,,1
wikileaks,Bajwa47online,Undirected,3008,,,1
IbnKashmir_,Erhabi39,Undirected,3009,,,1
war_analysis,moonnor27,Undirected,3010,,,1
mobi_ayubi,IkhwanSyriaEn,Undirected,3011,,,1
saudi_gazette,NaseemAhmed50,Undirected,3012,,,1
archicivilians,IbnKashmir_,Undirected,3013,,,1
Uncle_SamCoco,Gunslingerboy_,Undirected,3014,,,2
Jihadology_Net,06230550_IS,Undirected,3015,,,2
warreporter2,victorynewshd,Undirected,3016,,,9
XharraArbana,Alwala_bara,Undirected,3017,,,1
Uncle_SamCoco,CTstudies,Undirected,3018,,,1
siteintelgroup,ismailmahsud,Undirected,3019,,,2
warrnews,telesurenglish,Undirected,3020,,,1
jhfvdh105,RamiAlLolah,Undirected,3021,,,1
MilkSheikh2,AlYemeniah2,Undirected,3022,,,1
michaelh992,Uncle_SamCoco,Undirected,3023,,,2
lovelyflower212,abuhumayra4,Undirected,3024,,,9
mobi_ayubi,SaveOurSyria,Undirected,3025,,,1
RamiAlLolah,3lamohammd,Undirected,3026,,,3
warrnews,WarNews24_7,Undirected,3027,,,29
MaghrabiArabi,IshaaqNewton,Undirected,3028,,,1
warrnews,sayed_ridha,Undirected,3029,,,11
freelance_112,Meynoor_Crown,Undirected,3030,,,4
antifreedom1,RamiAlLolah,Undirected,3031,,,1
irqjmjmt,IbnKashmir_,Undirected,3032,,,2
MaghrebiQM,DrPartizan_,Undirected,3033,,,3
WarReporter1,Jazrawi_Arish,Undirected,3034,,,1
ReijiArisu4,NaseemAhmed50,Undirected,3035,,,1
lNSlDEWAR,M_Seloom,Undirected,3036,,,1
IbnKashmir_,AabiruSabeel_,Undirected,3037,,,2
Raqqa_SL,MaghrabiArabi,Undirected,3038,,,2
meiyinkun5,Uncle_SamCoco,Undirected,3039,,,2
ro34th,Harar24Editor,Undirected,3040,,,1
RamiAlLolah,Mountainjjoool,Undirected,3041,,,1
bssjd1,abubakerdimshqi,Undirected,3042,,,1
Uncle_SamCoco,RahaafH,Undirected,3043,,,9
Uncle_SamCoco,CarteMemoire8Go,Undirected,3044,,,3
RamiAlLolah,KhasievSuleiman,Undirected,3045,,,1
mobi_ayubi,alamreeki4,Undirected,3046,,,1
abukhattab1quds,Baqiyah_Khilafa,Undirected,3047,,,2
syrializer,YazeedDhardaa25,Undirected,3048,,,1
made0in0war,WarReporter1,Undirected,3049,,,1
worldonalert,ro34th,Undirected,3050,,,1
mobi_ayubi,PeterTatchell,Undirected,3051,,,1
warrnews,CTstudies,Undirected,3052,,,13
scent_of_musk,abuhumayra4,Undirected,3053,,,2
quukkeli,RamiAlLolah,Undirected,3054,,,1
Uncle_SamCoco,Pyjama45,Undirected,3055,,,6
VivaRevolt,Freedom_speech2,Undirected,3056,,,1
RamiAlLolah,Chris1966,Undirected,3057,,,1
_IshfaqAhmad,Scholarsofhaq75,Undirected,3058,,,1
finriswolf,WhiteCat_7,Undirected,3059,,,1
WeaboIsNEET,FidaeeFulaani,Undirected,3060,,,1
wayyf44rer,957lovelyflower,Undirected,3061,,,1
mobi_ayubi,Terror_Monitor,Undirected,3062,,,5
wayf44rerr,sasukeee4,Undirected,3063,,,1
MiddleEastEye,AsimAbuMerjem,Undirected,3064,,,2
Uncle_SamCoco,AJpeoplepower,Undirected,3065,,,1
wellesbien,mobi_ayubi,Undirected,3066,,,1
faizaz,Uncle_SamCoco,Undirected,3067,,,1
yerba_mat,ro34th,Undirected,3068,,,1
studies_center,WarReporter1,Undirected,3069,,,2
__alfresco__,PrinceOfFreakz,Undirected,3070,,,1
vivarevolt,_IshfaqAhmad,Undirected,3071,,,1
abutariq040,_lonely_dessert,Undirected,3072,,,2
Daudoo,CXaafada2,Undirected,3073,,,4
CrazyPsyKO,AsimAbuMerjem,Undirected,3074,,,2
charliewinter,Freedom_speech2,Undirected,3075,,,1
Uncle_SamCoco,RT_com,Undirected,3076,,,4
Uncle_SamCoco,Omaar_nor,Undirected,3077,,,2
shawjARY900,WarReporter1,Undirected,3078,,,2
warrnews,ggthhyygfdttg,Undirected,3079,,,1
aynu_bil_ayn,Jazrawi_Saraqib,Undirected,3080,,,4
IsraelHatzolah,Bajwa47online,Undirected,3081,,,1
WhiteCat_7,AllanANawal,Undirected,3082,,,1
saifulakhir,Nidalgazaui,Undirected,3083,,,1
salafi84886456,___KU217_y,Undirected,3084,,,1
zzzzxx00,RamiAlLolah,Undirected,3085,,,1
anjemchoudary,NaseemAhmed50,Undirected,3086,,,1
Uncle_SamCoco,IslamZebari,Undirected,3087,,,1
twitter,ismailmahsud,Undirected,3088,,,2
melvynlion,Maestrouzy,Undirected,3089,,,3
puredeen4,MilkSheikh2,Undirected,3090,,,1
nabilasimply,Uncle_SamCoco,Undirected,3091,,,1
mustaklash60,Witness_alHaqq,Undirected,3092,,,11
utunIbsriQmLTK2,alamreeki4,Undirected,3093,,,1
quranic_inspire,abutariq040,Undirected,3094,,,1
_lionessNaS1ha,MhzBnt,Undirected,3095,,,2
war_analysis,Allahu_Alam_,Undirected,3096,,,1
ro34th,RTarabic,Undirected,3097,,,1
abubakerdimshqi,Abdussamad_AIF,Undirected,3098,,,1
jenanmoussa,_IshfaqAhmad,Undirected,3099,,,1
st3erer,AbuMusab_110,Undirected,3100,,,3
ReutersWorld,JoinISNation102,Undirected,3101,,,1
